package name,file,class,type,cbo,rfc,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,nof,nopf,nom,nopm,loc,wmc,nc,dit,lcom,fanin,fanout,ca,ce,A,I,D,is_FC
org.quickserver.net.server,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\server\GhostSocketReaper.java,org.quickserver.net.server.GhostSocketReaper,class,37,61,-0.0625,-0.0625,114,0,34,9,0,71,105,0,0,0,27,17,16,11,0,0,17,0,12,17,5,23,8,2,48,32,73,16,52,9,0,0,0,1373,17,27,27,16,114,34,922,153,2,0,-0.692810458,57,22,9,14,0.5,0.61,0.11,0
org.quickserver.net.server.gui,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\server\gui\About.java,org.quickserver.net.server.gui.About,class,4,28,0,0,3,2,3,0,0,0,3,0,0,0,19,0,3,15,0,1,0,0,12,0,0,0,2,0,21,49,66,11,23,1,1,0,0,74,1,0,19,3,4,4,140,4,0,0,0.5,2,3,1,3,0,0.75,0.25,0
org.quickserver.net.server.impl,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\net\server\impl\SyncClientIdentifier.java,org.quickserver.net.server.impl.SyncClientIdentifier,class,90,470,0.100535941,0.244447591,215,10,152,22,41,0,193,15,0,4,90,17,0,36,54,0,14,0,121,161,31,356,38,5,329,97,463,128,193,32,0,1,0,1107,2065,189,91,0,216,153,3113,616,4,4,0.2622492,5,8,3,10,0.2,0.77,0.03,1
org.quickserver.security,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\security\SecureStoreManager.java,org.quickserver.security.SecureStoreManager,class,9,50,0.05357143,0.05357143,39,0,37,0,2,0,39,0,0,0,2,1,0,2,0,0,0,0,14,15,4,24,2,0,41,6,49,10,27,2,0,0,0,212,2,32,2,0,39,37,267,65,0,0,-0.25,0,0,1,2,0,0.67,0.33,0
org.quickserver.sql,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\sql\DBPoolUtil.java,org.quickserver.sql.DBPoolUtil,interface,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,0,0,4,4,23,4,0,0,-1,0,0,2,0,1,0,0,0
org.quickserver.swing,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\swing\SensitiveInput.java,org.quickserver.swing.SensitiveInput,class,4,63,0.25,0.25,17,9,12,5,0,0,12,0,0,0,8,1,0,8,0,0,0,0,13,3,0,5,7,2,32,25,25,25,16,5,3,0,0,115,2,7,8,0,20,15,199,26,0,0,-0.291666667,7,3,4,1,0,0.2,0.8,0
org.quickserver.util,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\TextFile.java,org.quickserver.util.TextFile,class,9,121,0.291208793,0.322954823,47,43,47,0,0,0,49,0,0,2,16,16,0,16,0,0,6,0,53,50,19,50,19,2,122,49,177,44,109,15,1,0,0,356,23,40,16,0,48,48,724,122,0,0,0.002354788,28,6,8,2,0.12,0.2,0.68,1
org.quickserver.util.io,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\io\PasswordField.java,org.quickserver.util.io.PasswordField,class,14,113,0.289377293,0.395604408,40,6,34,6,0,0,36,0,2,12,18,3,0,18,0,0,2,0,19,47,18,66,12,4,33,85,136,27,71,15,0,0,0,323,5,26,18,0,40,34,724,137,0,0,-0.203703704,6,5,6,4,0,0.4,0.6,1
org.quickserver.util.logging,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\logging\SimpleTextFormatter.java,org.quickserver.util.logging.SimpleTextFormatter,class,12,120,0.40064103,0.512820518,26,3,23,2,1,0,24,0,0,0,22,1,0,20,1,1,9,0,18,15,1,15,4,0,55,13,62,4,46,19,1,1,0,252,19,4,24,0,29,26,399,66,0,0,0.083333333,5,9,0,3,0,1,0,1
org.quickserver.util.pool,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\pool\QSObjectPoolMaker.java,org.quickserver.util.pool.QSObjectPoolMaker,interface,22,59,0.041116446,0.114065634,52,1,50,1,1,0,51,0,0,3,18,2,2,10,4,2,2,0,6,28,2,11,3,1,7,10,41,2,27,8,0,1,0,292,17,5,21,4,52,50,364,72,3,2,-0.425925926,9,4,4,3,0.33,0.43,0.24,1
org.quickserver.util.pool.thread,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\pool\thread\ThreadObjectFactory.java,org.quickserver.util.pool.thread.ThreadObjectFactory,class,14,51,0.273809523,0.679197983,37,1,33,2,2,0,35,0,1,2,18,4,0,14,4,0,3,0,5,23,1,10,6,6,21,11,48,10,25,9,0,1,0,235,11,12,19,0,38,34,353,58,0,0,0.178571429,7,9,0,0,0,0,1,0
org.quickserver.util.pool.thread.app,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\pool\thread\app\QSUncaughtExceptionHandler.java,org.quickserver.util.pool.thread.app.QSUncaughtExceptionHandler,class,4,12,0.63636364,1,14,11,14,0,0,0,14,0,0,0,10,8,0,10,0,0,3,0,2,6,0,2,0,1,5,3,20,4,15,1,0,0,0,71,3,2,10,0,14,14,87,16,0,0,0,2,2,2,5,0,0.71,0.19,0
org.quickserver.util.xmlreader,F:\detectionresult\project\QuickServer-Main-master\src\main\org\quickserver\util\xmlreader\TrustStoreInfo.java,org.quickserver.util.xmlreader.TrustStoreInfo,class,105,351,0.142999077,0.166156673,277,6,275,1,1,0,276,0,0,0,109,3,0,109,0,0,1,0,11,152,6,208,2,0,873,52,314,333,167,35,0,0,0,1890,28,3,109,0,277,275,2817,468,7,7,-0.086311788,56,58,7,5,0,0.42,0.58,0
(default package),F:\detectionresult\project\1208\javacc-master\test\newToken\OldToken.java,Token,class,459,592,0.007488756,0.016744307,904,203,771,49,51,33,860,0,43,4,500,259,112,79,139,170,86,0,116,428,143,315,56,243,486,1612,2126,647,943,159,0,0,0,6006,140,2,503,112,904,771,9314,1627,0,0,-0.176604825,61,64,4,3,0,0.43,0.57,1
org.javacc,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\JavaCCTestCase.java,org.javacc.JavaCCTestCase,class,2,5,0,0,5,0,4,1,0,0,5,0,0,0,5,5,5,0,0,0,5,0,0,2,0,1,1,1,15,0,13,4,10,2,0,0,0,58,1026,0,5,5,5,4,66,5,0,0,-0.5,8,0,3,1,0.5,0.25,0.25,0
org.javacc.jjdoc,F:\detectionresult\project\1208\javacc-master\src\main\java\org\javacc\jjdoc\XTextGenerator.java,org.javacc.jjdoc.XTextGenerator,class,107,154,0.024786324,0.024786324,158,33,107,19,6,26,139,0,0,0,13,4,3,7,2,1,1,0,149,29,15,26,4,17,251,43,188,51,82,22,0,0,0,714,25,3,13,3,158,107,1344,274,8,8,-2.113340766,26,81,1,1,0.11,0.5,0.39,0
org.javacc.jjdoc.test,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\jjdoc\test\JJDocMainTest.java,org.javacc.jjdoc.test.JJDocMainTest,class,2,6,0,0,6,0,4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,2,1,4,1,0,0,0,0,29,1,0,0,0,6,4,44,6,0,0,-1,0,1,0,1,0,1,0,0
org.javacc.jjtree,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\jjtree\JJTreeOptionsTest.java,org.javacc.jjtree.JJTreeOptionsTest,class,276,440,0.060362757,0.096517194,330,94,184,37,5,104,294,0,3,0,67,23,18,18,0,31,8,0,424,226,53,76,27,40,900,105,420,236,342,49,0,1,0,1910,164,0,69,18,331,185,3173,604,19,23,-0.135871651,148,172,1,4,0.03,0.8,0.17,0
org.javacc.parser,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\parser\OptionsTest.java,org.javacc.parser.OptionsTest,class,496,1477,0.094729173,0.139347114,622,266,372,76,46,128,549,1,9,0,426,234,204,128,13,81,105,0,1427,549,518,985,33,790,4445,3570,3066,1594,1817,149,0,17,0,6551,3339,0,448,221,663,411,14515,3021,49,58,-0.105299143,416,339,4,3,0.08,0.43,0.49,0
org.javacc.utils,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\utils\OutputFileGeneratorTest.java,org.javacc.utils.OutputFileGeneratorTest,class,9,50,0.36507938,0.5,22,2,13,9,0,0,13,0,0,0,6,0,0,3,0,3,2,0,6,24,5,32,2,7,26,31,53,20,38,5,0,0,0,159,3,0,6,0,22,13,246,61,0,0,-0.333333333,10,6,2,2,0,0.5,0.5,0
org.webmacro.parser,F:\detectionresult\project\1208\javacc-master\grammars\BackupCharStream.java,org.webmacro.parser.BackupCharStream$Buffer,innerclass,7,15,0.534632035,0.560606063,27,0,24,3,0,0,24,0,14,0,14,1,1,9,0,4,1,0,6,11,0,10,2,10,2,60,76,23,30,4,0,1,0,100,43,0,26,1,29,26,269,51,0,0,0.185185185,1,1,0,1,0,1,0,0
pl.allegro.tech.build.axion.release.domain,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\VersionSorter.java,pl.allegro.tech.build.axion.release.domain.VersionSorter,class,57,92,0.58666667,0.75,45,0,36,6,0,3,39,0,11,0,40,2,1,28,0,11,40,0,14,32,2,2,1,8,33,1,103,15,95,7,0,5,0,347,69,4,54,1,54,41,419,69,0,0,0.019047619,21,41,2,3,0,0.6,0.4,0
pl.allegro.tech.build.axion.release.domain.hooks,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\hooks\SimpleReleaseHookAction.java,pl.allegro.tech.build.axion.release.domain.hooks.SimpleReleaseHookAction,class,56,49,0.44128788,0.4905303,38,1,31,2,0,5,36,0,2,0,13,1,0,13,0,0,11,0,6,12,0,0,2,4,13,0,24,5,28,1,1,5,4,185,135,1,13,0,45,37,211,45,9,13,-0.55952381,16,26,0,5,0.15,1,0.15,0
pl.allegro.tech.build.axion.release.domain.logging,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\logging\ReleaseLoggerFactory.java,pl.allegro.tech.build.axion.release.domain.logging.ReleaseLoggerFactory,interface,11,14,0.4,0.4,76,3,68,0,0,8,76,0,0,0,2,1,0,2,0,0,1,0,0,15,0,0,0,0,0,0,3,0,2,0,0,2,0,61,13,51,4,0,142,134,428,142,2,2,-0.4,10,5,4,2,0.4,0.33,0.27,0
pl.allegro.tech.build.axion.release.domain.properties,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\properties\VersionProperties.java,pl.allegro.tech.build.axion.release.domain.properties.VersionProperties,class,11,3,0.470521551,1,41,0,41,0,0,0,41,0,30,0,31,0,0,31,0,0,31,0,4,33,0,1,0,0,0,0,32,0,31,0,0,0,0,97,7,0,31,0,41,41,192,41,0,0,0,19,6,3,1,0,0.25,0.75,0
pl.allegro.tech.build.axion.release.domain.scm,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\scm\TagsOnCommit.java,pl.allegro.tech.build.axion.release.domain.scm.TagsOnCommit,class,22,33,0.39310024,0.63051282,74,9,58,1,0,15,73,0,8,0,32,1,0,32,0,0,31,0,6,45,1,1,2,0,9,3,40,4,36,3,0,0,1,228,11,4,32,0,74,58,299,77,0,0,-0.15044955,30,15,3,2,0.1,0.4,0.5,1
pl.allegro.tech.build.axion.release.infrastructure.config,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\config\MonorepoPropertiesFactory.java,pl.allegro.tech.build.axion.release.infrastructure.config.MonorepoPropertiesFactory,class,3,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,5,1,0,0,-1,0,0,0,2,0,1,0,0
pl.allegro.tech.build.axion.release.infrastructure.git,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\git\TransportConfigFactory.java,pl.allegro.tech.build.axion.release.infrastructure.git.TransportConfigFactory,class,66,169,0.31045752,0.31045752,51,6,21,23,2,5,28,0,0,0,13,3,0,11,0,2,12,0,21,50,4,17,23,4,31,6,87,6,88,12,0,1,14,393,27,20,15,0,52,21,556,94,0,0,0.035416667,3,7,0,4,0,1,0,1
pl.allegro.tech.build.axion.release.infrastructure.output,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\output\GradleReleaseLoggerFactory.java,pl.allegro.tech.build.axion.release.infrastructure.output.GradleReleaseLoggerFactory,class,8,18,0.5,0.5,76,0,76,0,0,0,76,0,0,0,1,0,0,1,0,0,1,0,0,16,0,0,0,0,0,0,1,0,1,0,0,1,0,41,11,59,2,0,150,150,458,150,0,0,0,1,1,1,2,0,0.67,0.33,0
pl.allegro.tech.build.axion.release.util,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\util\FileLoader.java,pl.allegro.tech.build.axion.release.util.FileLoader,class,2,8,0,0,6,5,4,1,0,1,5,0,0,0,1,1,0,1,0,0,0,0,3,7,1,1,1,4,0,1,8,0,7,2,0,1,0,37,26,0,1,0,7,4,50,11,0,0,-0.333333333,3,2,0,0,0,0,1,0
com.acme.servlet,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\com\acme\servlet\SimpleServlet.java,com.acme.servlet.SimpleServlet,class,3,4,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,2,0,0,0,20,1,0,0,0,1,0,14,2,0,0,-1,0,0,0,1,0,1,0,0
net.sourceforge.cobertura,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\Cobertura.java,net.sourceforge.cobertura.Cobertura,class,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,40,1,0,1,1,0,0,7,0,0,0,-1,1,0,0,0,0.5,0,0.5,0
net.sourceforge.cobertura.ant,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\ant\Util.java,net.sourceforge.cobertura.ant.Util,class,87,310,0.346099206,0.464864367,122,27,80,30,2,10,93,0,0,0,69,12,9,31,1,28,20,0,68,38,27,45,10,11,352,65,286,46,216,24,2,3,0,1099,2087,2,82,9,127,83,1269,229,6,6,-0.050134172,37,32,0,4,0.09,1,0.09,0
net.sourceforge.cobertura.bugs,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\bugs\NewFeatureTwitter.java,net.sourceforge.cobertura.bugs.NewFeatureTwitter,class,14,27,1,1,6,0,6,0,0,0,6,0,0,0,9,4,0,0,0,9,4,0,5,0,1,0,1,0,135,3,27,8,25,2,0,0,0,187,5,0,9,0,6,6,89,8,0,0,-0.6,0,3,0,2,0,1,0,0
net.sourceforge.cobertura.check,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\check\PackageCoverage.java,net.sourceforge.cobertura.check.PackageCoverage,class,9,54,0.33650795,0.44761905,21,1,13,4,0,4,17,0,0,0,10,1,0,7,0,3,3,0,8,14,4,15,0,20,39,60,74,20,42,2,0,0,0,138,3,1,10,0,21,13,234,54,0,0,0.266666667,3,7,0,1,0,1,0,0
net.sourceforge.cobertura.coveragedata,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\coveragedata\SwitchDataTest.java,net.sourceforge.cobertura.coveragedata.SwitchDataTest,class,97,443,0.482537748,0.558242241,237,16,196,16,1,24,222,0,0,7,67,18,0,64,2,1,31,0,61,150,68,97,84,89,200,674,407,58,312,42,6,1,0,1349,2080,18,72,0,253,210,2651,446,9,13,-0.015072328,81,58,6,2,0.22,0.25,0.53,0
net.sourceforge.cobertura.instrument,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\instrument\CoberturaInstrumenterTest.java,net.sourceforge.cobertura.instrument.CoberturaInstrumenterTest,class,89,232,0.525667197,0.712192571,107,2,76,16,2,13,91,0,0,0,51,6,1,42,8,0,21,0,40,47,12,24,19,19,79,24,193,37,138,20,0,3,0,1332,1055,37,55,1,115,84,1247,181,1,1,-0.083333333,19,28,3,3,0.12,0.5,0.38,0
net.sourceforge.cobertura.instrument.pass1,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\pass1\DetectIgnoredCodeMethodVisitor.java,net.sourceforge.cobertura.instrument.pass1.DetectIgnoredCodeMethodVisitor,class,30,96,0.336666675,0.556666667,62,1,55,6,0,1,56,0,0,0,24,0,1,18,0,5,13,0,6,22,6,36,0,10,32,12,43,14,38,7,0,2,0,654,15,1,26,1,64,56,459,104,0,0,0.102941176,9,7,0,2,0.12,1,0.12,1
net.sourceforge.cobertura.instrument.pass2,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\pass2\BuildClassMapTouchPointListener.java,net.sourceforge.cobertura.instrument.pass2.BuildClassMapTouchPointListener,class,13,19,0.49404763,0.70833333,16,0,16,0,0,0,16,0,0,0,5,0,0,5,0,0,4,0,0,5,0,2,0,3,0,3,10,1,7,1,0,0,0,169,2,0,5,0,16,16,111,20,0,0,0.222222222,2,5,0,3,0,1,0,0
net.sourceforge.cobertura.instrument.pass3,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\pass3\TestUnitCodeProvider.java,net.sourceforge.cobertura.instrument.pass3.TestUnitCodeProvider,class,57,123,0.676388888,0.70277778,51,0,48,1,2,0,50,9,0,0,19,9,5,10,0,4,16,0,0,2,6,8,0,7,72,55,62,11,58,7,0,2,0,1030,1033,2,20,5,53,50,643,76,7,7,-0.0125,10,15,0,3,0.22,1,0.22,0
net.sourceforge.cobertura.instrument.tp,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\instrument\tp\TouchPointDescriptor.java,net.sourceforge.cobertura.instrument.tp.TouchPointDescriptor,class,13,54,0.355639102,0.74666668,47,0,45,2,0,0,45,1,0,0,24,1,0,24,0,0,12,0,1,34,13,14,0,4,16,13,66,8,53,7,0,0,0,509,1029,6,24,0,47,45,457,95,3,3,0.213333333,9,6,2,2,0.2,0.5,0.3,0
net.sourceforge.cobertura.javancss,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\javancss\PackageMetric.java,net.sourceforge.cobertura.javancss.PackageMetric,class,15,45,0.164848486,0.191725956,43,0,36,7,0,0,36,0,0,0,30,1,13,17,0,0,1,0,23,30,3,19,9,8,75,26,123,18,44,4,0,0,0,282,1029,19,30,13,43,36,458,65,3,3,0.633333333,4,4,0,2,0.2,1,0.2,0
net.sourceforge.cobertura.javancss.ccl,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\javancss\ccl\Util.java,net.sourceforge.cobertura.javancss.ccl.Util,class,3,39,0.0125,0.0125,28,24,22,6,0,0,22,1,0,0,2,2,1,1,0,0,1,0,15,18,2,7,3,2,5,9,25,3,14,8,0,0,0,314,4,0,2,1,28,22,244,45,0,0,-0.592105263,5,3,1,0,0.25,0,0.75,0
net.sourceforge.cobertura.jdk,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\jdk\JDKTest.java,net.sourceforge.cobertura.jdk.JDKTest,class,14,56,1,1,14,2,14,0,0,0,14,0,0,0,6,6,0,0,0,6,3,0,33,0,0,0,0,0,101,12,32,4,32,0,0,0,0,159,2,2,6,0,14,14,144,14,0,0,0,1,5,0,2,0,1,0,0
net.sourceforge.cobertura.merge,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\merge\MergeTest.java,net.sourceforge.cobertura.merge.MergeTest,class,18,67,0.5,0.5,14,1,12,1,1,0,13,0,0,0,17,0,0,17,0,0,0,0,22,1,4,2,1,6,118,83,77,1,72,5,0,0,0,138,3,0,17,0,14,12,317,24,0,0,-0.333333333,2,9,0,3,0,1,0,0
net.sourceforge.cobertura.reporting,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\JUnitXMLParserErrorHandler.java,net.sourceforge.cobertura.reporting.JUnitXMLParserErrorHandler,class,47,97,0.357407412,0.383333333,39,2,27,10,2,0,29,0,0,0,16,3,1,15,0,0,5,0,18,17,4,33,9,1,103,48,98,21,81,8,0,1,0,544,17,5,18,1,43,31,510,74,0,0,-0.258653846,16,27,2,5,0,0.71,0.29,1
net.sourceforge.cobertura.reporting.html,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\html\JavaToHtmlTest.java,net.sourceforge.cobertura.reporting.html.JavaToHtmlTest,class,22,111,-0.5,-0.5,28,9,5,23,0,0,6,0,0,0,20,14,9,11,0,0,14,0,40,28,17,60,8,48,344,51,133,64,97,10,0,1,0,405,1037,2,29,18,28,5,705,103,0,0,-0.4,6,9,0,4,0.2,1,0.2,0
net.sourceforge.cobertura.reporting.html.files,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\html\files\CopyFilesTest.java,net.sourceforge.cobertura.reporting.html.files.CopyFilesTest,class,5,17,1,1,6,4,4,2,0,0,4,0,1,0,2,2,0,2,0,0,2,0,19,0,2,5,3,2,40,5,16,1,14,5,0,0,0,81,1026,0,2,0,6,4,105,12,0,0,-0.5,4,3,0,1,0.5,1,0.5,0
net.sourceforge.cobertura.reporting.xml,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\xml\XMLReportTest.java,net.sourceforge.cobertura.reporting.xml.XMLReportTest,class,29,97,0.488888893,0.55555556,29,1,5,18,0,6,11,0,0,0,11,4,0,10,1,0,8,0,10,1,10,0,2,0,106,11,60,14,57,3,0,0,0,215,3,2,11,0,29,5,266,43,0,0,0.222222222,3,18,0,4,0,1,0,0
net.sourceforge.cobertura.scala,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\scala\BasicScalaTest.java,net.sourceforge.cobertura.scala.BasicScalaTest,class,1,1,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,5,1,0,0,-1,0,0,1,0,0,0,1,0
net.sourceforge.cobertura.test,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\test\SwitchFunctionalTest.java,net.sourceforge.cobertura.test.SwitchFunctionalTest,class,72,255,0.653333334,0.653333334,29,6,29,0,0,0,29,0,0,0,23,6,6,0,0,17,0,0,109,2,9,8,1,4,1027,24,160,37,135,8,6,0,0,718,8,0,23,6,29,29,697,47,3,3,0.1,5,21,2,2,0,0.5,0.5,1
net.sourceforge.cobertura.test.util,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\test\util\WebappServer.java,net.sourceforge.cobertura.test.util.WebappServer,class,38,159,0.115800868,0.191558433,45,23,33,12,0,0,34,0,0,1,19,14,7,8,0,4,13,0,26,21,29,13,9,4,176,16,178,19,167,20,3,0,0,372,2,3,20,7,48,36,756,133,0,0,0.262237762,24,4,2,2,0,0.5,0.5,0
net.sourceforge.cobertura.thread.test,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\thread\test\ThreadedFunctionalTest.java,net.sourceforge.cobertura.thread.test.ThreadedFunctionalTest,class,29,78,0,0,13,0,9,4,0,0,10,0,0,0,10,6,0,6,0,4,0,0,15,2,4,0,3,0,140,9,50,13,47,3,0,0,0,266,2,0,10,0,13,9,208,15,0,0,0.4875,0,5,0,2,0,1,0,0
net.sourceforge.cobertura.util,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\util\StringUtilTest.java,net.sourceforge.cobertura.util.StringUtilTest,class,41,221,0.270028012,0.311344538,83,20,68,12,3,0,71,0,1,0,24,11,3,21,0,0,9,0,60,44,24,26,39,16,249,75,204,47,142,29,0,1,0,1154,5140,14,24,3,84,69,1176,147,0,0,-0.394319131,48,17,7,1,0.26,0.12,0.61,1
net.sourceforge.cobertura.webapp,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\webapp\FlushCoberturaServlet.java,net.sourceforge.cobertura.webapp.FlushCoberturaServlet,class,4,10,0,0,2,0,0,0,2,0,2,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,5,3,6,1,6,1,0,0,0,44,1,0,1,0,2,0,25,2,0,0,0,1,0,0,1,0,1,0,0
net.sourceforge.cobertura.webapp.test,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\webapp\test\WebAppFunctionalTest.java,net.sourceforge.cobertura.webapp.test.WebAppFunctionalTest,class,18,62,0.5090909,0.6545454,18,0,11,7,0,0,11,0,0,0,6,2,1,1,0,4,2,0,20,1,0,1,0,0,51,9,50,1,45,1,0,0,0,124,1,0,6,1,18,11,209,21,0,0,0,0,4,0,1,0,1,0,0
test.condition,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\resources\examples\functionalconditiontest\src\test\condition\Test.java,Test,class,22,28,-0.166666667,-0.166666667,26,3,23,0,0,3,29,0,0,0,24,24,21,3,0,0,21,0,3,33,0,6,3,48,60,90,32,3,29,6,0,0,0,202,10,3,24,21,26,23,307,68,0,0,-0.416666667,5,5,0,1,0,1,0,1
