package name,file,class,type,cbo,lcc,staticMethodsQty,nosi,returnQty,numbersQty,uniqueWordsQty,modifiers,nopm,fanin,fanout,ca,A,I,D,is_UD
org.javacc.jjdoc.test,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\jjdoc\test\JJDocMainTest.java,org.javacc.jjdoc.test.JJDocMainTest,class,2,0,0,2,0,2,29,1,4,0,1,0,0,1,0,0
org.javacc.jjtree,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\jjtree\JJTreeOptionsTest.java,org.javacc.jjtree.JJTreeOptionsTest,class,276,0.096517194,94,424,226,105,1910,164,185,148,172,1,0.03,0.8,0.17,0
org.javacc.parser,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\parser\OptionsTest.java,org.javacc.parser.OptionsTest,class,496,0.139347114,266,1427,549,3570,6551,3339,411,416,339,4,0.08,0.43,0.49,1
org.javacc.utils,F:\detectionresult\project\1208\javacc-master\src\test\java\org\javacc\utils\OutputFileGeneratorTest.java,org.javacc.utils.OutputFileGeneratorTest,class,9,0.5,2,6,24,31,159,3,13,10,6,2,0,0.5,0.5,0
org.webmacro.parser,F:\detectionresult\project\1208\javacc-master\grammars\BackupCharStream.java,org.webmacro.parser.BackupCharStream$Buffer,innerclass,7,0.560606063,0,6,11,60,100,43,26,1,1,0,0,1,0,0
pl.allegro.tech.build.axion.release.domain,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\VersionSorter.java,pl.allegro.tech.build.axion.release.domain.VersionSorter,class,57,0.75,0,14,32,1,347,69,41,21,41,2,0,0.6,0.4,0
pl.allegro.tech.build.axion.release.domain.hooks,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\hooks\SimpleReleaseHookAction.java,pl.allegro.tech.build.axion.release.domain.hooks.SimpleReleaseHookAction,class,56,0.4905303,1,6,12,0,185,135,37,16,26,0,0.15,1,0.15,0
pl.allegro.tech.build.axion.release.domain.logging,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\logging\ReleaseLoggerFactory.java,pl.allegro.tech.build.axion.release.domain.logging.ReleaseLoggerFactory,interface,11,0.4,3,0,15,0,61,13,134,10,5,4,0.4,0.33,0.27,0
pl.allegro.tech.build.axion.release.domain.properties,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\properties\VersionProperties.java,pl.allegro.tech.build.axion.release.domain.properties.VersionProperties,class,11,1,0,4,33,0,97,7,41,19,6,3,0,0.25,0.75,1
pl.allegro.tech.build.axion.release.domain.scm,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\domain\scm\TagsOnCommit.java,pl.allegro.tech.build.axion.release.domain.scm.TagsOnCommit,class,22,0.63051282,9,6,45,3,228,11,58,30,15,3,0.1,0.4,0.5,1
pl.allegro.tech.build.axion.release.infrastructure.config,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\config\MonorepoPropertiesFactory.java,pl.allegro.tech.build.axion.release.infrastructure.config.MonorepoPropertiesFactory,class,3,NaN,1,0,1,0,8,1,1,0,0,0,0,1,0,0
pl.allegro.tech.build.axion.release.infrastructure.git,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\git\TransportConfigFactory.java,pl.allegro.tech.build.axion.release.infrastructure.git.TransportConfigFactory,class,66,0.31045752,6,21,50,6,393,27,21,3,7,0,0,1,0,0
pl.allegro.tech.build.axion.release.infrastructure.output,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\infrastructure\output\GradleReleaseLoggerFactory.java,pl.allegro.tech.build.axion.release.infrastructure.output.GradleReleaseLoggerFactory,class,8,0.5,0,0,16,0,41,11,150,1,1,1,0,0.67,0.33,0
pl.allegro.tech.build.axion.release.util,F:\detectionresult\project\1208\axion-release-plugin-master\src\main\java\pl\allegro\tech\build\axion\release\util\FileLoader.java,pl.allegro.tech.build.axion.release.util.FileLoader,class,2,0,5,3,7,1,37,26,4,3,2,0,0,0,1,1
com.acme.servlet,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\com\acme\servlet\SimpleServlet.java,com.acme.servlet.SimpleServlet,class,3,NaN,0,0,0,0,20,1,0,0,0,0,0,1,0,0
net.sourceforge.cobertura,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\Cobertura.java,net.sourceforge.cobertura.Cobertura,class,0,-1,0,0,0,0,40,1,0,1,0,0,0.5,0,0.5,0
net.sourceforge.cobertura.ant,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\ant\Util.java,net.sourceforge.cobertura.ant.Util,class,87,0.464864367,27,68,38,65,1099,2087,83,37,32,0,0.09,1,0.09,0
net.sourceforge.cobertura.bugs,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\bugs\NewFeatureTwitter.java,net.sourceforge.cobertura.bugs.NewFeatureTwitter,class,14,1,0,5,0,3,187,5,6,0,3,0,0,1,0,0
