package name,file,class,type,cbo,rfc,privateMethodsQty,protectedFieldsQty,returnQty,loopQty,uniqueWordsQty,modifiers,loc,wmc,lcom,fanin,fanout,is_LS
net.sourceforge.cobertura.reporting.html.files,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\html\files\CopyFilesTest.java,net.sourceforge.cobertura.reporting.html.files.CopyFilesTest,class,5,17,2,2,0,2,81,1026,105,12,-0.5,4,3,0
net.sourceforge.cobertura.reporting.xml,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\reporting\xml\XMLReportTest.java,net.sourceforge.cobertura.reporting.xml.XMLReportTest,class,29,97,18,10,1,10,215,3,266,43,0.222222222,3,18,0
net.sourceforge.cobertura.scala,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\scala\BasicScalaTest.java,net.sourceforge.cobertura.scala.BasicScalaTest,class,1,1,0,0,0,0,6,1,5,1,-1,0,0,1
net.sourceforge.cobertura.test,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\test\SwitchFunctionalTest.java,net.sourceforge.cobertura.test.SwitchFunctionalTest,class,72,255,0,0,2,9,718,8,697,47,0.1,5,21,0
net.sourceforge.cobertura.test.util,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\test\util\WebappServer.java,net.sourceforge.cobertura.test.util.WebappServer,class,38,159,12,8,21,29,372,2,756,133,0.262237762,24,4,0
net.sourceforge.cobertura.thread.test,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\thread\test\ThreadedFunctionalTest.java,net.sourceforge.cobertura.thread.test.ThreadedFunctionalTest,class,29,78,4,6,2,4,266,2,208,15,0.4875,0,5,0
net.sourceforge.cobertura.util,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\util\StringUtilTest.java,net.sourceforge.cobertura.util.StringUtilTest,class,41,221,12,21,44,24,1154,5140,1176,147,-0.394319131,48,17,0
net.sourceforge.cobertura.webapp,F:\detectionresult\project\1208\cobertura-master\cobertura\src\main\java\net\sourceforge\cobertura\webapp\FlushCoberturaServlet.java,net.sourceforge.cobertura.webapp.FlushCoberturaServlet,class,4,10,0,1,0,0,44,1,25,2,0,1,0,1
net.sourceforge.cobertura.webapp.test,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\java\net\sourceforge\cobertura\webapp\test\WebAppFunctionalTest.java,net.sourceforge.cobertura.webapp.test.WebAppFunctionalTest,class,18,62,7,1,1,0,124,1,209,21,0,0,4,1
test.condition,F:\detectionresult\project\1208\cobertura-master\cobertura\src\test\resources\examples\functionalconditiontest\src\test\condition\Test.java,Test,class,22,28,0,3,33,0,202,10,307,68,-0.416666667,5,5,1
